"N1"
6
9
9
16
18
18
6
11
12
1
3
2
6
2
6
4
8
1
1
8
2
7
5
8
1
18
7
11
3
8
18
13
12
9
3
6
11
1
17
3
9
3
1
3
23
5
16
17
9
4
4
8
3
21
14
16
5
3
2
1
11
6
20
4
2
1
2
6
14
9
21
21
3
8
2
4
10
13
19
4
9
6
10
7
2
2
1
13
7
12
16
1
7
10
11
3
12
9
7
10
2
5
10
3
5
3
2
14
4
3
14
8
8
11
3
7
1
24
3
4
5
1
12
14
7
2
5
12
16
2
7
8
2
3
7
8
22
1
6
9
3
3
2
10
5
2
12
3
1
4
9
8
3
9
7
7
15
3
5
4
3
2
8
4
5
7
2
18
1
26
1
8
2
13
8
13
7
6
3
7
14
5
5
1
13
4
15
6
10
2
17
1
2
1
2
8
5
9
2
18
7
3
4
2
14
4
1
4
1
1
16
5
1
4
1
6
9
1
1
7
2
7
23
5
14
4
11
8
8
1
21
1
9
15
18
3
12
11
4
2
2
3
1
4
29
6
5
4
8
3
11
10
6
14
8
18
3
3
5
2
4
4
16
12
12
1
1
10
4
21
25
3
7
1
1
2
7
2
1
10
3
6
1
2
8
8
1
4
7
21
5
23
3
3
12
1
3
19
8
3
5
6
4
7
7
1
22
4
7
1
3
14
1
2
15
1
12
1
3
2
2
3
3
8
4
20
2
3
13
1
2
1
3
4
17
13
2
6
2
1
7
5
13
4
3
10
12
5
9
21
19
4
1
1
12
3
20
10
12
8
2
1
12
3
3
12
1
5
3
14
7
4
1
3
3
4
6
5
11
30
2
1
2
16
2
7
6
5
3
1
8
6
1
7
6
12
13
2
22
5
24
3
4
4
8
1
32
9
2
3
12
3
9
4
10
4
17
7
31
14
4
9
5
2
5
14
9
13
13
2
7
7
8
7
10
6
6
1
4
9
4
1
9
6
8
2
5
4
15
3
7
14
2
8
8
20
7
1
5
1
4
7
2
1
6
8
12
4
6
10
10
16
13
3
11
14
3
18
5
2
1
9
5
3
2
16
13
9
22
21
10
8
13
6
4
5
4
7
10
2
3
15
6
29
8
3
6
3
11
28
11
2
1
1
6
6
3
10
1
1
4
11
12
22
12
3
16
6
3
8
3
7
18
9
13
23
12
9
13
1
7
3
3
12
6
2
26
14
7
4
3
13
23
5
8
15
10
2
4
12
1
1
6
8
1
2
3
7
11
5
1
12
8
3
6
2
2
1
13
10
14
1
1
7
1
2
13
7
6
2
10
1
3
1
5
22
1
1
2
14
5
6
2
3
22
11
5
1
5
15
1
5
2
18
11
2
3
11
9
21
9
1
6
11
13
6
13
22
7
5
24
11
7
1
2
8
11
14
10
3
22
5
5
4
14
15
5
2
18
10
1
6
3
4
2
14
6
1
16
3
11
6
24
1
4
7
7
5
12
15
2
7
8
5
15
5
2
8
1
5
1
2
7
2
3
1
4
1
4
2
10
7
2
7
25
9
6
1
2
2
11
8
1
10
10
13
4
20
11
4
2
5
2
1
10
5
2
7
12
7
1
14
2
15
2
2
6
19
8
2
3
7
6
9
1
3
4
3
13
3
10
1
9
2
18
2
10
2
1
3
1
4
4
7
7
5
12
11
3
8
21
20
2
1
10
15
6
6
2
12
1
11
3
12
6
15
8
4
9
10
8
21
12
8
9
1
3
2
12
1
4
27
5
1
2
1
9
11
7
9
2
1
19
9
7
4
19
5
6
8
21
4
13
1
7
6
7
2
8
4
16
12
7
23
2
14
8
2
21
5
4
8
4
2
6
1
7
4
7
1
1
18
7
20
12
27
4
2
10
7
10
11
5
17
1
